Mass Flow Rate     ,Cold-Stream Outlet ,Total Resistance     ,Epsilon/Effectiveness ,NTU                ,C_r
41.79999999999989  ,333.8958074298488  ,0.0289820148816222   ,   0.9453402569007926 ,3.475423085896895  ,0.2364602915862896
41.89999999999989  ,333.79820407082764 ,0.02899593080223863  ,   0.9453402569007926 ,3.4737551376560982 ,0.2358959472149619
41.999999999999886 ,333.70106548970665 ,0.029009778422235136 ,   0.9453402569007926 ,3.472096964318576  ,0.23533429019778346
42.09999999999989  ,333.6043883745292  ,0.029023558244666188 ,   0.9453402569007926 ,3.4704484800345896 ,0.23477530138496214
42.19999999999989  ,333.5081694447317  ,0.029037270767642436 ,   0.9453402569007926 ,3.4688095999586634 ,0.2342189618082205
42.29999999999989  ,333.41240545077255 ,0.029050916484391537 ,   0.9453402569007926 ,3.4671802402349168 ,0.23366525267865024
42.39999999999989  ,333.317093173766   ,0.029064495883318067 ,   0.9453402569007926 ,3.465560317982649  ,0.2331141553845968
42.499999999999886 ,333.22222942512184 ,0.029078009448062495 ,   0.9453402569007926 ,3.463949751282186  ,0.23256565148957423
42.59999999999989  ,333.12781104618966 ,0.029091457657559376 ,   0.9453402569007926 ,3.4623484591609643 ,0.23201972273020904
42.69999999999989  ,333.03383490790816 ,0.029104840986094598 ,   0.9453402569007926 ,3.4607563615798607 ,0.2314763510142132
42.79999999999988  ,332.9402979104598  ,0.02911815990336189  ,   0.9453402569007926 ,3.459173379419755  ,0.23093551841838567
42.899999999999885 ,332.8471969829296  ,0.029131414874518376 ,   0.9453402569007926 ,3.457599434468334  ,0.23039720718664117
42.999999999999886 ,332.75452908296927 ,0.029144606360239488 ,   0.9453402569007926 ,3.456034449407107  ,0.22986139972806757
43.09999999999989  ,332.66229119646584 ,0.029157734816772918 ,   0.9453402569007926 ,3.454478347798659  ,0.22932807861500937
43.19999999999989  ,332.5704803372148  ,0.029170800695991924 ,   0.9453402569007926 ,3.452931054074109  ,0.22879722658117832
43.29999999999988  ,332.47909354659765 ,0.029183804445447718 ,   0.9453402569007926 ,3.451392493520798  ,0.22826882651978997
43.399999999999885 ,332.3881278932645  ,0.029196746508421294 ,   0.9453402569007926 ,3.449862592270164  ,0.22774286148172593
43.499999999999886 ,332.2975804728202  ,0.02920962732397433  ,   0.9453402569007926 ,3.448341277285845  ,0.22721931467372194
43.59999999999988  ,332.2074484075156  ,0.0292224473269994   ,   0.9453402569007926 ,3.446828476351974  ,0.22669816945658042
43.69999999999988  ,332.11772884594234 ,0.029235206948269626 ,   0.9453402569007926 ,3.44532411806166   ,0.22617940934340747
43.79999999999988  ,332.0284189627324  ,0.029247906614487357 ,   0.9453402569007926 ,3.4438281318056854 ,0.22566301799787453
43.899999999999885 ,331.9395159582615  ,0.02926054674833236  ,   0.9453402569007926 ,3.4423404477613784 ,0.22514897923250352
43.999999999999886 ,331.8510170583563  ,0.02927312776850926  ,   0.9453402569007926 ,3.440860996881666  ,0.22463727700697508
44.09999999999988  ,331.76291951400634 ,0.029285650089794304 ,   0.9453402569007926 ,3.439389710884326  ,0.22412789542646044
44.19999999999988  ,331.6752206010787  ,0.02929811412308143  ,   0.9453402569007926 ,3.4379265222414057 ,0.22362081873997525
44.29999999999988  ,331.5879176200379  ,0.029310520275427795 ,   0.9453402569007926 ,3.4364713641688183 ,0.22311603133875632
44.39999999999988  ,331.50100789566847 ,0.029322868950098512 ,   0.9453402569007926 ,3.4350241706161144 ,0.22261351775466007
44.49999999999988  ,331.41448877680176 ,0.0293351605466109   ,   0.9453402569007926 ,3.433584876256418  ,0.22211326265858214
44.59999999999988  ,331.32835763604663 ,0.029347395460778025 ,   0.9453402569007926 ,3.432153416476531  ,0.22161525085889922
44.69999999999988  ,331.242611869523   ,0.029359574084751674 ,   0.9453402569007926 ,3.430729727367198  ,0.22111946729993076
44.79999999999988  ,331.1572488966     ,0.029371696807064685 ,   0.9453402569007926 ,3.429313745713531  ,0.220625897060422
44.89999999999988  ,331.0722661596365  ,0.02938376401267277  ,   0.9453402569007926 ,3.4279054089855916 ,0.2201345253520469
44.99999999999988  ,330.9876611237262  ,0.029395776082995685 ,   0.9453402569007926 ,3.426504655329121  ,0.21964533751793125
45.09999999999988  ,330.9034312764452  ,0.02940773339595784  ,   0.9453402569007926 ,3.4251114235564306 ,0.21915831903119526
45.199999999999875 ,330.8195741276035  ,0.029419636326028405 ,   0.9453402569007926 ,3.4237256531374265 ,0.21867345549351563
45.299999999999876 ,330.73608720899955 ,0.029431485244260768 ,   0.9453402569007926 ,3.42234728419079   ,0.21819073263370653
45.39999999999988  ,330.652968074178   ,0.029443280518331554 ,   0.9453402569007926 ,3.420976257475295  ,0.2177101363063195
45.49999999999988  ,330.57021429819076 ,0.02945502251257904  ,   0.9453402569007926 ,3.4196125143812637 ,0.21723165249026166
